id;Display -> Display size;Display -> Display refresh rate;Display -> Luminosity;Processor -> Number of processor cores;Processor -> Processor frequency;Processor -> Core boost frequency;Processor -> TDP;Processor -> Cache processor;Memory -> Size of operational RAM;Memory -> Memory frequency;Memory -> Number of installed slots;Memory -> Total number of slots;Memory -> Intel Optane;Graphics card -> Graphics card memory;Graphics card -> Maximum Graphic Power (TGP);Graphics card -> Boost clock;Graphics card -> Number of stream processors;Graphics card -> GPU Passmark;Hard drive -> Storage capacity;Hard drive -> HDD capacity;Hard drive -> SSD capacity;Hard drive -> Number of occupied slots M.2;Hard drive -> Slots in total M.2;Hard drive -> Number of occupied slots 2.5";Hard drive -> Slots in total 2.5";Hard drive -> Number of free slots;Battery -> Battery capacity;Battery -> Charging power;Battery -> Maximum battery capacity;Battery -> Number of cells;Battery -> Standby time;Weight -> Weight;Interface -> USB-C;Interface -> USB 3.2 Gen 1 (USB 3.0);Interface -> Thunderbolt / USB 4;Interface -> USB 3.2 Gen 2;Interface -> USB 2.0;Interface -> USB 3.2 Gen 2x2;Dimensions -> Width;Dimensions -> Maximum height;Dimensions -> Depth;
641;14.0;60.0;250.0;6.0;1.2;4.4;15.0;10.0;8.0;3200.0;0.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;50.0;65.0;;3.0;;1.61;;;2.0;1.0;1.0;;329.0;19.5;223.9;
642;16.0;240.0;500.0;14.0;1.8;5.0;115.0;24.0;16.0;5200.0;2.0;2.0;;8.0;125.0;2370.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;80.0;230.0;7.6;;;2.4;2.0;;;2.0;;;359.7;25.2;260.3;
643;16.0;60.0;250.0;10.0;0.9;4.4;15.0;12.0;16.0;3200.0;2.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;54.0;65.0;;4.0;;1.97;1.0;2.0;;;;;356.78;17.95;251.9;
644;16.0;165.0;300.0;16.0;1.5;5.0;55.0;30.0;32.0;4800.0;2.0;2.0;;8.0;115.0;2370.0;;;1000.0;;1000.0;1.0;1.0;;;;86.0;330.0;;6.0;;2.87;1.0;3.0;;;;;356.98;24.9;288.73;
645;16.0;60.0;300.0;6.0;2.0;4.3;15.0;16.0;8.0;3200.0;;;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;42.0;45.0;;3.0;;1.9;1.0;;;1.0;1.0;;355.2;19.7;252.4;
646;16.1;165.0;300.0;8.0;3.2;4.7;45.0;16.0;16.0;4800.0;2.0;2.0;;6.0;125.0;;;;1000.0;;1000.0;;;;;;83.0;280.0;8.75;6.0;;2.41;2.0;3.0;;;;;369.0;23.0;248.0;
647;14.0;90.0;400.0;12.0;1.7;4.4;;12.0;8.0;4800.0;0.0;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;61.0;65.0;17.83;;;1.37;;1.0;2.0;;;;312.4;14.6;221.4;
648;15.6;165.0;350.0;10.0;2.4;4.9;115.0;24.0;16.0;5200.0;2.0;2.0;;8.0;115.0;2370.0;;;1000.0;;1000.0;1.0;2.0;;;;60.0;230.0;5.32;;;2.4;1.0;1.0;;2.0;;;359.6;25.2;264.8;
649;13.5;;;10.0;1.3;4.4;55.0;12.0;16.0;;;;;;;;;;512.0;;512.0;;;;;;47.4;65.0;;;;1.3;1.0;1.0;;;;;308.0;14.5;223.0;
650;16.0;165.0;250.0;8.0;4.0;5.2;35.0;16.0;16.0;4800.0;2.0;2.0;;8.0;95.0;1865.0;;;512.0;;512.0;1.0;2.0;;;;90.0;240.0;;4.0;;2.2;1.0;2.0;1.0;;;;355.0;26.8;252.0;
651;15.6;;;6.0;2.0;4.5;15.0;16.0;8.0;;1.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;;;;50.0;65.0;12.0;3.0;;1.74;1.0;2.0;;;;;362.9;17.9;239.6;
652;17.3;165.0;300.0;14.0;3.5;4.7;45.0;24.0;32.0;;2.0;2.0;;8.0;140.0;2350.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;280.0;5.5;4.0;;3.0;1.0;1.0;;2.0;;;400.5;27.9;294.48;
653;17.3;60.0;;10.0;0.9;4.6;15.0;12.0;16.0;;2.0;2.0;;4.0;45.0;1477.0;;;1000.0;;1000.0;1.0;2.0;;;;50.0;90.0;;3.0;;2.09;;2.0;1.0;;;;402.1;17.99;256.5;
654;15.6;165.0;300.0;14.0;2.6;4.9;55.0;24.0;16.0;4800.0;2.0;2.0;;8.0;;;;;1000.0;;1000.0;1.0;1.0;;;;86.0;330.0;;6.0;;2.65;1.0;3.0;;;;;357.26;26.15;274.52;
655;15.6;60.0;250.0;6.0;0.9;4.5;15.0;10.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;42.0;45.0;10.75;3.0;;1.79;2.0;2.0;;;;;359.4;19.9;233.9;
656;15.6;165.0;300.0;14.0;2.3;4.7;35.0;24.0;32.0;;2.0;3.0;;6.0;140.0;2455.0;;;1000.0;;1000.0;1.0;2.0;;1.0;;57.0;230.0;5.0;4.0;;2.5;;1.0;1.0;2.0;;;360.4;25.9;271.09;
657;13.5;60.0;400.0;10.0;1.2;5.0;15.0;12.0;16.0;4266.0;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;66.0;65.0;18.0;4.0;;1.36;;;2.0;1.0;;;298.0;16.9;220.4;
658;16.0;165.0;300.0;24.0;1.6;5.4;55.0;36.0;32.0;4800.0;2.0;2.0;;8.0;;;;;1000.0;;1000.0;1.0;2.0;;;;86.0;330.0;;6.0;;2.73;1.0;3.0;1.0;;;;356.98;24.9;288.73;
659;16.0;;;10.0;3.7;5.0;15.0;12.0;16.0;;1.0;2.0;;4.0;;;;;1000.0;;1000.0;1.0;2.0;;1.0;;65.0;90.0;13.0;3.0;;1.87;1.0;2.0;1.0;;;;358.5;19.9;260.0;
660;15.6;144.0;350.0;8.0;3.8;5.1;35.0;16.0;16.0;5600.0;2.0;2.0;;6.0;95.0;2370.0;;;512.0;;512.0;1.0;2.0;;;;60.0;170.0;;;;2.4;1.0;2.0;;;1.0;;359.6;25.2;264.8;
661;14.0;90.0;400.0;4.0;3.2;4.5;35.0;8.0;16.0;4266.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;61.0;65.0;20.6;;;1.3;;1.0;2.0;;;;312.4;16.9;221.4;
662;16.0;165.0;300.0;8.0;1.5;4.4;45.0;12.0;16.0;4800.0;2.0;2.0;;6.0;100.0;2370.0;;;512.0;;512.0;1.0;2.0;0.0;0.0;;80.0;230.0;8.9;;;2.4;2.0;;;2.0;;;359.7;21.9;260.3;
663;16.0;165.0;1200.0;14.0;1.9;5.4;115.0;24.0;32.0;6400.0;;;;6.0;100.0;2370.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;75.0;170.0;11.0;;;2.18;;2.0;1.0;;;;362.44;17.9;244.82;
664;16.0;144.0;300.0;12.0;3.5;4.7;45.0;18.0;16.0;5200.0;2.0;2.0;;6.0;100.0;2370.0;;;512.0;;512.0;1.0;2.0;0.0;0.0;;80.0;230.0;8.9;;;2.4;2.0;;;2.0;;;359.7;21.9;260.3;
665;;120.0;400.0;8.0;3.3;5.1;54.0;16.0;32.0;6400.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;75.0;100.0;14.0;;;1.46;1.0;2.0;1.0;;;;312.0;15.9;221.0;
666;15.6;144.0;350.0;8.0;1.5;4.6;95.0;12.0;16.0;5200.0;2.0;2.0;;6.0;95.0;0.0;;;1000.0;;1000.0;1.0;2.0;;;;60.0;170.0;5.32;;;2.4;1.0;1.0;;2.0;;;359.6;25.2;264.8;
667;15.6;60.0;400.0;14.0;1.4;5.2;28.0;24.0;32.0;4800.0;2.0;2.0;;4.0;;;;;1000.0;;1000.0;1.0;1.0;;;;54.0;130.0;;3.0;;1.61;;2.0;2.0;;;;357.8;22.8;233.3;
668;15.6;165.0;300.0;10.0;2.4;4.6;55.0;20.0;16.0;4800.0;2.0;2.0;;6.0;;;;;512.0;;512.0;1.0;1.0;;;;86.0;330.0;;6.0;;2.65;1.0;3.0;;;;;357.26;26.15;274.52;
669;15.6;60.0;250.0;10.0;3.4;4.6;15.0;12.0;8.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;0.0;;54.0;65.0;;3.0;;1.61;;2.0;2.0;;;;357.8;22.8;233.3;
670;15.6;144.0;250.0;8.0;3.3;4.4;45.0;12.0;16.0;3200.0;2.0;3.0;;4.0;95.0;1600.0;;;1000.0;;1000.0;1.0;2.0;;1.0;;57.0;230.0;5.5;4.0;;2.6;;1.0;1.0;2.0;;;360.4;25.9;271.09;
671;14.0;60.0;;10.0;;4.6;15.0;12.0;16.0;3200.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;39.3;65.0;6.0;3.0;;1.4;1.0;;;1.0;2.0;;319.9;19.35;223.0;
672;15.6;165.0;300.0;8.0;1.5;4.6;95.0;12.0;16.0;5200.0;2.0;2.0;;6.0;95.0;2370.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;60.0;170.0;5.32;;;2.4;1.0;1.0;;2.0;;;359.6;25.2;264.8;
673;17.3;60.0;;8.0;1.5;4.4;45.0;12.0;16.0;;2.0;2.0;;;;;;;1000.0;;1000.0;1.0;2.0;;;;50.0;90.0;;3.0;;2.2;1.0;3.0;;;;;402.1;19.9;257.85;
674;136.0;;500.0;8.0;;;;4.0;8.0;;;;;;;;;;512.0;;512.0;;;;;;53.0;;;;18.0;124.0;2.0;;2.0;;;;304.0;113.0;215.0;
675;14.0;60.0;300.0;8.0;2.0;4.5;15.0;16.0;16.0;4266.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;52.5;65.0;13.0;;;1.55;1.0;2.0;;;;;313.1;17.8;224.9;
676;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;50.0;30.0;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
677;14.0;60.0;250.0;10.0;1.3;4.6;15.0;12.0;8.0;4800.0;;;;;;;;;512.0;;512.0;1.0;1.0;;;;54.0;65.0;;4.0;;1.62;;1.0;2.0;;;;314.0;17.47;226.56;
678;15.6;144.0;;6.0;2.7;4.5;45.0;12.0;16.0;3200.0;;2.0;;4.0;60.0;;;;1000.0;;1000.0;1.0;2.0;;;;;120.0;;;;2.0;1.0;2.0;;;1.0;;360.2;20.5;243.5;
679;15.6;60.0;250.0;2.0;3.0;4.1;28.0;6.0;8.0;3200.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;54.0;65.0;;4.0;;1.79;1.0;2.0;;;1.0;;361.0;18.06;240.95;
680;17.3;144.0;300.0;12.0;3.3;4.5;45.0;18.0;16.0;;2.0;2.0;;6.0;140.0;2455.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;230.0;5.5;4.0;;3.0;1.0;1.0;;2.0;;;400.5;27.9;294.48;
681;13.4;60.0;500.0;12.0;1.9;4.6;28.0;12.0;16.0;6000.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;55.0;60.0;;3.0;;1.26;;;2.0;;;;295.3;15.28;199.04;
682;17.3;240.0;300.0;12.0;3.0;5.2;55.0;64.0;32.0;4800.0;2.0;2.0;;16.0;175.0;2090.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;330.0;;4.0;;3.0;2.0;;;2.0;;;395.0;28.3;282.0;
683;15.6;60.0;;10.0;1.2;4.7;15.0;12.0;32.0;;2.0;2.0;;4.0;45.0;1477.0;;;1000.0;;1000.0;1.0;2.0;;;;50.0;90.0;7.5;3.0;;1.76;1.0;3.0;;;;;362.9;17.9;237.8;
684;13.3;60.0;400.0;8.0;;;;;16.0;;;;;;;;;;1000.0;;1000.0;;;;;;50.0;;18.0;;;1.25;2.0;;;;;;304.1;15.6;212.4;
685;15.6;120.0;250.0;5.0;1.6;4.5;15.0;10.0;8.0;2666.0;1.0;2.0;;;;;;;256.0;;256.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.63;1.0;1.0;;;1.0;;358.5;17.5;235.56;
686;16.2;120.0;1000.0;12.0;;;;;32.0;;;;;;;;;;1000.0;;1000.0;;;;;;100.0;;22.0;;;2.15;3.0;;3.0;;;;355.7;16.8;248.1;
687;133.0;60.0;550.0;10.0;12.0;5.0;15.0;12.0;32.0;5200.0;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;63.0;65.0;;4.0;;1.0;;;2.0;1.0;;;2962.0;118.0;2163.0;
688;16.0;240.0;1100.0;16.0;2.5;5.4;55.0;64.0;32.0;4800.0;2.0;2.0;;16.0;165.0;2090.0;;;2000.0;;2000.0;1.0;2.0;0.0;0.0;;90.0;330.0;;4.0;;2.67;2.0;;;2.0;;;355.0;29.7;266.0;
689;16.0;60.0;400.0;10.0;1.2;5.0;55.0;12.0;32.0;5200.0;1.0;1.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;52.5;65.0;10.0;;;1.67;;2.0;2.0;;;;361.9;20.5;255.5;
690;15.6;240.0;300.0;14.0;2.5;5.0;45.0;24.0;32.0;4800.0;2.0;2.0;;16.0;150.0;1445.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;280.0;10.5;4.0;;2.3;1.0;2.0;1.0;;;;354.0;27.2;259.0;
691;18.0;240.0;500.0;24.0;2.8;5.6;55.0;36.0;64.0;4800.0;2.0;2.0;;16.0;175.0;0.0;;;4000.0;;4000.0;2.0;2.0;;;;90.0;330.0;;4.0;;3.1;1.0;;1.0;2.0;;;399.0;30.8;294.0;
692;16.2;120.0;1000.0;;;;;;16.0;;;;;;;;;;512.0;;512.0;;;;;;100.0;;22.0;;;2.15;3.0;;3.0;;;;355.7;16.8;248.1;
693;14.0;60.0;400.0;14.0;1.4;5.2;28.0;24.0;64.0;7500.0;0.0;0.0;;4.0;;;;;2000.0;;2000.0;1.0;1.0;;;;52.5;100.0;;;;1.34;;2.0;2.0;;;;317.7;17.9;226.9;
694;15.6;240.0;;14.0;4.0;5.2;115.0;24.0;16.0;5200.0;1.0;2.0;;8.0;110.0;2175.0;4608.0;;1000.0;;1000.0;1.0;1.0;;;;80.0;230.0;;;;2.01;;;2.0;3.0;;;355.0;16.99;235.0;
695;15.6;120.0;250.0;10.0;1.3;4.4;15.0;12.0;8.0;2666.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.9;;2.0;;;1.0;;358.5;18.99;235.56;
696;18.0;240.0;;24.0;1.6;5.5;55.0;36.0;32.0;5600.0;;;;8.0;140.0;2175.0;4608.0;;1000.0;;1000.0;1.0;1.0;;;;91.7;280.0;;;;3.1;1.0;;1.0;3.0;;;275.4;21.9;399.9;
697;16.0;60.0;300.0;6.0;2.0;4.5;15.0;16.0;16.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;2.0;0.0;0.0;;57.0;65.0;;;;1.81;2.0;2.0;;;;;356.1;19.85;247.5;
698;16.0;165.0;300.0;14.0;1.9;4.9;55.0;24.0;16.0;4800.0;2.0;2.0;;8.0;115.0;2370.0;;;1000.0;;1000.0;1.0;1.0;;;;86.0;330.0;;6.0;;2.87;1.0;3.0;;;;;356.98;24.9;288.73;
699;14.0;120.0;500.0;14.0;1.4;5.2;28.0;24.0;64.0;4800.0;2.0;2.0;;;;;;;2000.0;;2000.0;1.0;1.0;0.0;0.0;;51.0;65.0;14.0;3.0;;1.45;;1.0;2.0;;;;315.6;19.9;224.3;
700;16.0;240.0;500.0;8.0;4.0;5.2;54.0;16.0;16.0;4800.0;2.0;2.0;;8.0;95.0;2500.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;90.0;240.0;;4.0;;2.2;2.0;2.0;;;;;355.0;26.8;252.0;
701;14.0;60.0;300.0;6.0;2.9;4.5;28.0;16.0;8.0;6400.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;0.0;;52.5;45.0;;;;1.32;2.0;2.0;;;;;317.6;17.9;226.9;
702;16.0;240.0;500.0;14.0;1.7;4.7;45.0;24.0;32.0;4800.0;2.0;2.0;;8.0;150.0;1485.0;;;1000.0;;1000.0;1.0;2.0;;;;80.0;300.0;6.55;;;2.49;2.0;3.0;1.0;;;;359.9;19.9;264.4;
703;15.6;60.0;400.0;14.0;1.9;5.4;45.0;24.0;32.0;4800.0;2.0;2.0;;8.0;115.0;2175.0;;;1000.0;;1000.0;1.0;2.0;;;;86.0;130.0;;6.0;;1.96;1.0;;2.0;;;;344.72;18.0;230.14;
704;14.0;250.0;600.0;14.0;3.7;5.0;45.0;24.0;32.0;;1.0;2.0;;8.0;105.0;;;;1000.0;;1000.0;1.0;1.0;;;;76.0;230.0;4.5;4.0;;1.7;;;1.0;2.0;;;313.5;18.9;227.0;
705;15.6;;250.0;8.0;2.0;4.5;;16.0;16.0;3200.0;2.0;2.0;;;;;;;1000.0;;;;;;;;42.0;45.0;14.5;3.0;;1.74;1.0;3.0;;;;;359.4;19.9;233.9;
706;15.6;144.0;350.0;12.0;1.9;4.7;;18.0;16.0;5200.0;2.0;2.0;;8.0;115.0;2370.0;;;512.0;;512.0;1.0;2.0;0.0;0.0;;60.0;230.0;5.32;;;2.4;1.0;1.0;;2.0;;;359.6;25.2;264.8;
707;14.0;60.0;400.0;12.0;1.6;5.0;28.0;18.0;32.0;4800.0;1.0;2.0;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;63.0;65.0;;3.0;;1.48;;;2.0;2.0;;;320.0;18.0;234.2;
708;17.3;165.0;300.0;14.0;3.8;5.0;45.0;24.0;32.0;4800.0;2.0;2.0;;16.0;150.0;;;;2000.0;;2000.0;1.0;2.0;;;;83.0;330.0;6.75;6.0;;2.78;1.0;3.0;;;;;397.1;27.0;262.0;
709;14.0;90.0;400.0;10.0;1.7;4.7;45.0;24.0;16.0;;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;57.0;100.0;;3.0;;1.4;;2.0;2.0;;;;312.9;17.9;214.0;
710;16.0;240.0;500.0;8.0;3.6;5.1;55.0;32.0;32.0;5200.0;2.0;2.0;;8.0;140.0;2175.0;;;1000.0;;1000.0;1.0;2.0;;;;80.0;300.0;6.8;;;2.55;2.0;4.0;;;;;363.4;26.75;260.35;
711;14.0;60.0;400.0;8.0;3.3;5.1;30.0;16.0;32.0;6400.0;0.0;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;57.0;65.0;;;;1.26;;2.0;2.0;;;;317.7;16.9;226.9;
712;17.3;240.0;300.0;24.0;1.6;5.4;55.0;36.0;32.0;5200.0;2.0;2.0;;12.0;;;;;2000.0;;2000.0;;1.0;;;;83.0;330.0;5.5;6.0;;2.78;;3.0;1.0;;;;397.1;27.0;262.0;
713;16.0;60.0;300.0;8.0;1.5;4.4;45.0;12.0;16.0;4800.0;0.0;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;47.0;65.0;11.6;;;1.74;1.0;2.0;;;;;359.2;18.4;257.0;
714;17.0;240.0;;24.0;;5.6;55.0;36.0;32.0;;2.0;2.0;;12.0;175.0;2505.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;99.0;330.0;;4.0;;3.1;2.0;1.0;1.0;1.0;;;380.0;23.0;298.0;
715;14.0;90.0;400.0;10.0;0.8;4.7;29.0;12.0;16.0;4800.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;0.0;0.0;;56.5;65.0;11.61;;;1.42;2.0;2.0;;;;;312.2;15.9;221.0;
716;14.0;60.0;;14.0;;5.0;115.0;24.0;16.0;5200.0;;;;6.0;45.0;1605.0;;;1000.0;;1000.0;;;;;;63.0;130.0;;;;1.49;;1.0;2.0;;;;311.0;17.0;220.8;
717;15.6;60.0;250.0;10.0;0.9;4.4;55.0;12.0;16.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;57.0;65.0;14.7;;;1.76;1.0;2.0;1.0;;;;360.2;19.93;237.0;
718;16.0;240.0;500.0;8.0;3.8;5.1;54.0;16.0;16.0;5600.0;1.0;1.0;;8.0;100.0;2370.0;;;1000.0;;1000.0;1.0;2.0;;;;80.0;230.0;9.7;;;2.4;2.0;;;2.0;;;359.7;25.2;260.3;
719;15.6;60.0;300.0;10.0;0.9;4.4;55.0;12.0;8.0;3200.0;0.0;1.0;;;;;;;256.0;;256.0;1.0;2.0;;;;57.0;65.0;15.6;;;1.7;;1.0;1.0;;1.0;;365.0;18.9;240.0;
720;15.6;165.0;300.0;14.0;1.8;5.0;115.0;24.0;16.0;5200.0;2.0;2.0;;8.0;115.0;2370.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;60.0;230.0;5.32;;;2.4;1.0;1.0;;2.0;;;359.6;25.2;264.8;
721;14.0;90.0;400.0;12.0;1.2;4.4;28.0;12.0;16.0;4800.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;71.0;65.0;15.0;;;1.42;;1.0;2.0;;;;316.66;17.35;220.25;
722;16.0;165.0;500.0;8.0;3.2;4.7;45.0;16.0;16.0;4800.0;2.0;2.0;;10.0;;;;;1000.0;;1000.0;1.0;2.0;;;;99.0;300.0;12.0;;;2.53;4.0;2.0;;;;;358.1;19.4;263.5;
723;14.0;60.0;300.0;6.0;2.1;4.0;15.0;8.0;8.0;4266.0;;0.0;;;;;;;512.0;;512.0;1.0;1.0;;;;52.5;65.0;12.0;;;1.55;1.0;2.0;;;;;313.1;17.8;224.9;
724;15.6;144.0;;8.0;;4.4;45.0;12.0;16.0;3200.0;2.0;2.0;;4.0;60.0;;;;512.0;;512.0;1.0;1.0;;;;53.5;180.0;;3.0;;2.25;1.0;2.0;;;1.0;;359.0;27.9;259.0;
725;16.0;60.0;300.0;10.0;2.4;4.9;115.0;24.0;16.0;5200.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;56.6;65.0;11.5;;;1.89;2.0;2.0;;;;;356.0;16.9;251.0;
726;15.6;144.0;;8.0;;4.4;45.0;12.0;16.0;3200.0;2.0;2.0;;8.0;45.0;1470.0;;;512.0;;512.0;1.0;1.0;;;;51.0;120.0;;3.0;;1.86;1.0;;;3.0;;;359.0;21.7;254.0;
727;14.0;60.0;250.0;4.0;24.0;42.0;28.0;8.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;1.0;;54.0;65.0;;4.0;;152.0;1.0;2.0;;;1.0;;326.0;176.0;226.0;
728;18.0;240.0;1000.0;24.0;3.9;5.4;55.0;36.0;32.0;5600.0;2.0;2.0;;12.0;175.0;1930.0;;;2000.0;;2000.0;1.0;2.0;;;;90.0;330.0;5.0;4.0;;3.25;;1.0;2.0;2.0;;;405.0;26.9;311.61;
729;14.0;60.0;250.0;6.0;2.0;4.5;15.0;16.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;57.0;65.0;18.1;;;1.4;2.0;2.0;;;;;325.4;19.83;217.0;
730;15.6;120.0;250.0;14.0;2.6;4.9;55.0;24.0;16.0;4800.0;2.0;2.0;;6.0;;;;;512.0;;512.0;1.0;1.0;;;;56.0;330.0;;3.0;;2.65;1.0;3.0;;;;;357.26;26.15;274.52;
731;14.0;60.0;400.0;10.0;1.2;4.7;15.0;12.0;16.0;5200.0;;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;0.0;;57.0;65.0;24.9;;;1.12;;2.0;2.0;;;;315.6;15.36;222.5;
732;14.2;120.0;1000.0;12.0;;;;;32.0;;;;;;;;;;1000.0;;1000.0;;;;;;70.0;;18.0;;;1.6;3.0;;1.0;;;;312.6;15.5;221.2;
733;16.0;60.0;300.0;10.0;0.9;4.6;55.0;12.0;16.0;3200.0;1.0;1.0;;;;;;;512.0;;512.0;1.0;2.0;0.0;0.0;;57.0;65.0;10.78;;;1.81;1.0;1.0;1.0;;1.0;;356.1;19.85;247.7;
734;15.0;240.0;;10.0;;4.9;45.0;24.0;16.0;5600.0;2.0;2.0;;8.0;90.0;2250.0;;;1000.0;;1000.0;1.0;2.0;;;;53.5;180.0;;3.0;;2.1;2.0;;;2.0;;;358.3;19.9;247.9;
735;14.0;60.0;300.0;8.0;2.0;4.5;15.0;16.0;16.0;4266.0;;;;;;;;;1000.0;;1000.0;1.0;1.0;;;;52.5;65.0;15.0;;;1.55;1.0;2.0;;;;;313.1;17.8;224.9;
736;16.0;240.0;300.0;24.0;2.2;5.4;55.0;36.0;32.0;4800.0;2.0;2.0;;8.0;;;;;1000.0;;1000.0;1.0;2.0;;;;86.0;330.0;;6.0;;2.73;;3.0;1.0;;;;356.98;24.9;288.73;
737;16.0;60.0;300.0;8.0;1.5;4.4;45.0;12.0;16.0;4800.0;0.0;0.0;;;;;;;1000.0;;1000.0;1.0;1.0;;;;47.0;65.0;11.6;;;1.74;1.0;2.0;;;;;359.2;18.4;257.0;
738;15.6;165.0;300.0;10.0;1.7;4.7;45.0;24.0;16.0;3200.0;2.0;2.0;;8.0;140.0;2350.0;;;1000.0;;1000.0;1.0;1.0;;1.0;;57.0;230.0;;4.0;;2.5;;1.0;1.0;2.0;;;360.4;25.9;271.09;
739;15.6;60.0;250.0;12.0;1.7;4.4;28.0;12.0;8.0;3200.0;1.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;1.0;;48.0;65.0;;3.0;;1.75;1.0;1.0;1.0;;1.0;;364.5;20.0;247.3;
740;173.0;165.0;300.0;14.0;23.0;47.0;45.0;24.0;16.0;4800.0;2.0;2.0;;8.0;125.0;1770.0;;;1000.0;;1000.0;1.0;1.0;;;;83.0;330.0;;6.0;675.0;278.0;;3.0;1.0;;;;3971.0;27.0;262.0;
741;14.0;60.0;400.0;12.0;1.7;4.4;28.0;12.0;8.0;4800.0;0.0;1.0;;;;;;;512.0;;512.0;1.0;1.0;0.0;0.0;;63.0;65.0;;3.0;;1.25;;;2.0;1.0;1.0;;323.4;18.0;223.1;
742;15.6;120.0;250.0;6.0;3.3;4.5;54.0;16.0;16.0;4800.0;2.0;2.0;;6.0;85.0;2370.0;;;512.0;;512.0;1.0;2.0;0.0;0.0;;60.0;170.0;13.1;;;2.32;1.0;2.0;;;;;359.6;21.8;266.4;
743;14.0;;;6.0;2.1;4.0;15.0;8.0;16.0;;;;;;;;;;512.0;;512.0;1.0;1.0;;;;48.0;65.0;12.5;3.0;;1.2;1.0;2.0;;;;;322.8;15.95;212.2;
744;16.0;165.0;400.0;6.0;4.3;5.0;35.0;16.0;16.0;5600.0;2.0;2.0;;6.0;140.0;1681.0;;;1000.0;;1000.0;1.0;2.0;;;;90.0;230.0;10.0;4.0;;2.7;2.0;;;2.0;1.0;;360.1;25.9;279.9;
745;16.0;60.0;300.0;10.0;1.2;5.0;15.0;12.0;16.0;3200.0;1.0;1.0;;2.0;25.0;1320.0;;;1000.0;;1000.0;1.0;2.0;0.0;0.0;;57.0;65.0;;;;1.81;1.0;2.0;1.0;;1.0;;356.1;19.85;247.7;
746;153.0;;500.0;;;;;;24.0;;;;;;;;;;512.0;;512.0;;;;;;665.0;35.0;;;18.0;151.0;;;2.0;;;;3404.0;115.0;2376.0;
747;15.6;120.0;250.0;6.0;2.3;4.3;15.0;16.0;16.0;3200.0;2.0;2.0;;;;;;;512.0;;512.0;1.0;1.0;;;;41.0;65.0;;3.0;;1.83;;2.0;;;1.0;;358.5;19.0;235.56;
748;13.6;;500.0;8.0;;;;4.0;8.0;;;;;;;;;;256.0;;256.0;;;;;;52.6;30.0;18.0;;;1.24;2.0;;;;;;304.0;11.3;215.0;
