attribute;value;rating;rating_count
Functions;['Quick charging', 'Fast wireless charging', 'Fingerprint reader in display', 'Face Unlock', 'MMS support', 'OTG'];3.5;6.0
Functions;['Quick charging', 'Fast wireless charging', 'Fingerprint reader in display', 'Face Unlock', 'MMS support'];4.621250000000001;320.0
Functions;['Quick charging', 'Fast wireless charging', 'Fingerprint reader in display', 'Face Unlock', 'Reverse wireless charging', 'Notification diode', 'MMS support', 'OTG'];5.0;16.0
Functions;['Quick charging', 'Fast wireless charging', 'Fingerprint reader in display', 'Reverse wireless charging', 'MMS support', 'OTG'];5.0;81.0
Functions;['Quick charging', 'Fast wireless charging', 'Fingerprint reader on body', 'Face Unlock', 'MMS support', 'OTG'];3.5;6.0
Functions;['Quick charging', 'Fast wireless charging', 'Fingerprint reader on body', 'Face Unlock', 'OTG'];4.415384615384616;13.0
Functions;['Quick charging', 'Fast wireless charging', 'Fingerprint reader on body', 'Notification diode', 'FM Radio', 'MMS support'];4.625;8.0
Functions;['Quick charging', 'Fast wireless charging', 'MMS support'];;0.0
Functions;['Quick charging', 'Fingerprint reader in display', 'FM Radio', 'MMS support', 'OTG'];4.522033898305085;118.0
Functions;['Quick charging', 'Fingerprint reader in display', 'Face Unlock', 'FM Radio', 'MMS support', 'OTG', 'Dolby Atmos'];4.513705583756345;394.0
Functions;['Quick charging', 'Fingerprint reader in display', 'Face Unlock', 'FM Radio', 'MMS support', 'OTG'];4.308108108108108;37.0
Functions;['Quick charging', 'Fingerprint reader in display', 'Face Unlock', 'MMS support', 'Dolby Atmos'];4.604511278195489;133.0
Functions;['Quick charging', 'Fingerprint reader in display', 'Face Unlock', 'MMS support', 'OTG', 'Dolby Atmos'];4.475;80.0
Functions;['Quick charging', 'Fingerprint reader in display', 'Face Unlock', 'MMS support', 'OTG'];4.650622406639004;241.0
Functions;['Quick charging', 'Fingerprint reader in display', 'Face Unlock', 'Notification diode', 'MMS support', 'OTG'];4.61551724137931;116.0
Functions;['Quick charging', 'Fingerprint reader in display', 'MMS support', 'OTG'];4.657422324510931;869.0
Functions;['Quick charging', 'Fingerprint reader in display', 'MMS support'];4.810428211586902;1985.0
Functions;['Quick charging', 'Fingerprint reader on body', 'FM Radio', 'MMS support', 'OTG'];4.377181208053691;149.0
Functions;['Quick charging', 'Fingerprint reader on body', 'FM Radio', 'MMS support'];4.1;31.0
Functions;['Quick charging', 'Fingerprint reader on body', 'Face Unlock', 'FM Radio', 'MMS support', 'OTG', 'Dolby Atmos'];4.735960591133005;203.0
Functions;['Quick charging', 'Fingerprint reader on body', 'Face Unlock', 'FM Radio', 'MMS support', 'OTG'];4.6902055622732775;827.0
Functions;['Quick charging', 'Fingerprint reader on body', 'Face Unlock', 'FM Radio', 'MMS support'];3.940697674418604;86.0
Functions;['Quick charging', 'Fingerprint reader on body', 'Face Unlock', 'MMS support', 'OTG', 'Dolby Atmos'];4.7;126.0
Functions;['Quick charging', 'Fingerprint reader on body', 'Face Unlock', 'MMS support', 'OTG'];4.438631790744467;497.0
Functions;['Quick charging', 'Fingerprint reader on body', 'Face Unlock', 'MMS support'];4.309756097560976;164.0
Functions;['Quick charging', 'Fingerprint reader on body', 'Face Unlock', 'Notification diode', 'FM Radio', 'MMS support', 'OTG'];4.259677419354839;62.0
Functions;['Quick charging', 'Fingerprint reader on body', 'Face Unlock', 'Notification diode', 'FM Radio', 'MMS support'];4.598214285714286;56.0
Functions;['Quick charging', 'Fingerprint reader on body', 'Face Unlock', 'Notification diode', 'MMS support'];4.625;16.0
Functions;['Quick charging', 'Fingerprint reader on body', 'Face Unlock', 'Notification diode'];4.9;141.0
Functions;['Quick charging', 'Fingerprint reader on body', 'Face Unlock', 'Reverse wireless charging', 'Notification diode', 'FM Radio', 'MMS support', 'OTG'];;0.0
Functions;['Quick charging', 'Fingerprint reader on body', 'Face Unlock', 'SOS button', 'FM Radio', 'MMS support', 'OTG'];1.3333333333333333;3.0
Functions;['Quick charging', 'Fingerprint reader on body', 'Face Unlock', 'SOS button', 'MMS support', 'OTG'];;0.0
